timestamp,open,high,low,close,volume,sma_50,sma_200,ema_10,rsi,macd,macd_signal,macd_histogram,label
2025-04-01 10:11:00,84270.55,84345.42,84248.55,84290.19,40.62995,,,,,,,,0
2025-04-01 10:12:00,84290.19,84309.28,84288.39,84295.68,5.90663,,,,,,,,0
2025-04-01 10:13:00,84295.67,84298.41,84278.34,84298.4,5.57036,,,,,,,,0
2025-04-01 10:14:00,84298.41,84313.45,84284.88,84284.88,9.76587,,,,,,,,0
2025-04-01 10:15:00,84284.89,84383.68,84284.89,84361.29,12.7938,,,,,,,,0
2025-04-01 10:16:00,84361.29,84464.45,84342.38,84453.82,38.55948,,,,,,,,0
2025-04-01 10:17:00,84453.82,84465.27,84437.86,84459.59,18.98433,,,,,,,,0
2025-04-01 10:18:00,84459.59,84488.0,84456.0,84483.28,18.04182,,,,,,,,0
2025-04-01 10:19:00,84483.28,84490.01,84448.69,84458.59,28.68082,,,,,,,,0
2025-04-01 10:20:00,84458.6,84498.35,84454.0,84468.96,42.1984,,,84406.46495411944,,,,,0
2025-04-01 10:21:00,84468.96,84504.74,84468.96,84490.24,20.93227,,,84421.69678064316,,,,,0
2025-04-01 10:22:00,84490.24,84490.24,84449.02,84449.03,9.68108,,,84426.66645688986,,,,,0
2025-04-01 10:23:00,84449.03,84449.03,84400.02,84405.0,13.89322,,,84422.72710109169,,,,,0
2025-04-01 10:24:00,84405.0,84405.0,84400.0,84400.01,4.59043,,,84418.59671907501,56.67014857669163,,,,0
2025-04-01 10:25:00,84400.0,84401.0,84376.87,84391.87,12.34626,,,84413.73731560682,54.68980475745054,,,,0
2025-04-01 10:26:00,84391.88,84443.26,84391.1,84418.74,7.44899,,,84414.6468945874,59.69655944120338,,,,0
2025-04-01 10:27:00,84418.75,84418.75,84392.02,84396.35,4.58556,,,84411.32018648059,54.311130131644816,,,,0
2025-04-01 10:28:00,84396.36,84443.4,84396.36,84418.93,6.55855,,,84412.70378893866,58.3881478773453,,,,0
2025-04-01 10:29:00,84418.94,84432.15,84404.59,84432.14,30.48111,,,84416.23764549526,60.60306840335124,,,,0
2025-04-01 10:30:00,84432.15,84441.44,84400.0,84430.0,16.28961,,,84418.73989176884,60.045475765731126,,,,0
2025-04-01 10:31:00,84430.01,84434.23,84357.13,84358.23,25.99103,,,84407.7380932654,45.06888178077081,,,,0
2025-04-01 10:32:00,84358.23,84368.3,84302.89,84302.89,22.66104,,,84388.67480358078,37.33599889383252,,,,0
2025-04-01 10:33:00,84302.89,84302.89,84178.45,84208.27,70.36791,,,84355.87393020245,28.37229362718567,,,,0
2025-04-01 10:34:00,84208.27,84258.5,84200.39,84236.71,13.9746,,,84334.20776107472,33.5372806151707,,,,0
2025-04-01 10:35:00,84236.7,84272.44,84236.7,84272.44,6.33344,,,84322.97725906114,39.44507987737899,,,,0
2025-04-01 10:36:00,84272.44,84332.88,84252.0,84318.48,36.03401,,,84322.15957559546,46.09428071435484,-18.523143814352807,,,0
2025-04-01 10:37:00,84318.47,84322.53,84280.76,84280.77,8.15766,,,84314.63419821447,42.02400904250191,-21.105515767179895,,,0
2025-04-01 10:38:00,84280.77,84280.77,84190.14,84215.76,15.81445,,,84296.65707126637,36.10496466225423,-28.07420586392982,,,0
2025-04-01 10:39:00,84215.77,84247.6,84215.77,84242.52,12.53441,,,84286.81396739975,39.85995228477393,-31.079370972613106,,,0
2025-04-01 10:40:00,84242.51,84314.96,84242.51,84292.01,7.21953,,,84287.75870059978,46.161540859752975,-29.13174396690738,,,0
2025-04-01 10:41:00,84292.01,84318.0,84285.21,84318.0,5.221,,,84293.25711867254,49.17350598597949,-25.200563333186437,,,0
2025-04-01 10:42:00,84318.0,84370.99,84302.61,84370.99,14.96844,,,84307.39036982298,54.73386752573655,-17.60627009216114,,,0
2025-04-01 10:43:00,84370.99,84370.99,84258.39,84258.4,13.88154,,,84298.48302985517,43.77572776223423,-20.437222452121205,,,0
2025-04-01 10:44:00,84258.39,84258.4,84229.58,84244.44,7.37282,,,84288.65702442695,42.63593275657393,-23.535920483976952,-22.6993643322468,-0.8365561517301501,0
2025-04-01 10:45:00,84244.44,84304.47,84242.22,84303.6,4.97706,,,84291.3739290766,48.72845608181926,-20.97614349485957,-22.354720164769354,1.3785766699097834,0
2025-04-01 10:46:00,84303.61,84329.83,84302.68,84329.83,10.78756,,,84298.36594197176,51.203054389871255,-16.639154190052068,-21.211606969825898,4.57245277977383,0
2025-04-01 10:47:00,84329.83,84348.0,84318.26,84346.99,13.43365,,,84307.20667979507,52.80778577720916,-11.682719216885744,-19.30582941923787,7.623110202352127,0
2025-04-01 10:48:00,84346.98,84346.99,84289.99,84320.0,5.47661,,,84309.53273801414,50.021432873062324,-9.81938447477296,-17.40854043034489,7.589155955571929,0
2025-04-01 10:49:00,84320.0,84333.69,84289.99,84333.69,7.28174,,,84313.92496746611,51.421558446106225,-7.15552523835504,-15.357937391946919,8.20241215359188,0
2025-04-01 10:50:00,84333.68,84333.69,84293.54,84293.69,6.43057,,,84310.24588247227,47.2559282559456,-8.17779477975273,-13.921908869508083,5.744114089755353,0
2025-04-01 10:51:00,84293.69,84307.74,84285.23,84285.6,9.99182,,,84305.76481293185,46.43657928730615,-9.530880092468578,-13.043703114100182,3.512823021631604,0
2025-04-01 10:52:00,84285.59,84285.6,84272.76,84272.77,2.21685,,,84299.76575603515,45.10102411208044,-11.505851433306816,-12.73613277794151,1.2302813446346939,0
2025-04-01 10:53:00,84272.77,84272.77,84204.77,84204.78,15.3204,,,84282.49561857422,38.74204719803851,-18.34577654155146,-13.858061530663502,-4.487715010887957,0
2025-04-01 10:54:00,84204.78,84217.99,84200.0,84217.99,9.55227,,,84270.767324288,40.49745822637747,-22.44183437230822,-15.574816098992446,-6.867018273315775,0
2025-04-01 10:55:00,84217.99,84217.99,84179.06,84179.07,9.19973,,,84254.09508350836,37.12221608094231,-28.499978434905643,-18.159848566175086,-10.340129868730557,0
2025-04-01 10:56:00,84179.06,84207.6,84179.06,84207.6,11.84328,,,84245.64143196138,41.003849073820554,-30.64570408583677,-20.657019670107424,-9.988684415729345,0
2025-04-01 10:57:00,84207.6,84211.15,84206.0,84211.14,8.40578,,,84239.36844433204,41.48652904504104,-31.695196215921897,-22.86465497927032,-8.830541236651577,0
2025-04-01 10:58:00,84211.14,84211.15,84169.8,84169.81,7.558,,,84226.72145445348,37.61693154673815,-35.45322912451229,-25.382369808318717,-10.070859316193573,0
2025-04-01 10:59:00,84169.81,84176.0,84150.0,84175.99,11.33632,,,84217.49755364374,38.540052545328564,-37.50054004577396,-27.80600385580977,-9.69453618996419,0
2025-04-01 11:00:00,84175.99,84203.0,84161.58,84163.07,11.31907,84320.45040000002,,84207.60163479942,37.297456864436825,-39.70785726275062,-30.186374537197942,-9.52148272555268,0
2025-04-01 11:01:00,84163.06,84163.07,84107.28,84116.32,16.87486,84316.97300000001,,84191.00497392679,33.1345014236056,-44.71407038417237,-33.09191370659283,-11.622156677579547,0
2025-04-01 11:02:00,84116.32,84119.08,84087.11,84087.12,24.09125,84312.8018,,84172.11679684918,30.820576720047995,-50.45609980542213,-36.56475092635869,-13.891348879063436,0
2025-04-01 11:03:00,84087.11,84147.65,84087.11,84115.23,34.46505,84309.1384,,84161.7737428766,35.49095514769307,-52.13744935419527,-39.67929061192601,-12.458158742269262,0
2025-04-01 11:04:00,84115.22,84127.54,84096.1,84111.03,9.34739,84305.66140000001,,84152.54760780813,35.109561315241606,-53.19562977727037,-42.382558444994885,-10.813071332275484,0
2025-04-01 11:05:00,84111.04,84166.0,84111.03,84162.28,7.31492,84301.6812,,84154.31713366118,43.13923569509388,-49.3301514218183,-43.77207704035957,-5.558074381458731,0
2025-04-01 11:06:00,84162.28,84162.28,84097.58,84097.58,15.78332,84294.5564,,84144.00129117732,36.92689690284981,-50.900729332250194,-45.197807498737696,-5.702921833512498,0
2025-04-01 11:07:00,84097.58,84097.59,84036.64,84048.55,21.87821,84286.3356,,84126.64651096327,33.043506050977996,-55.462398870819015,-47.25072577315397,-8.211673097665049,0
2025-04-01 11:08:00,84048.55,84048.56,83963.82,83976.16,27.39143,84276.19320000001,,84099.28532715177,28.309751709102557,-64.17900721162732,-50.636382060848646,-13.542625150778676,0
2025-04-01 11:09:00,83976.16,84044.08,83955.86,84044.08,42.59943,84267.90299999999,,84089.24799494236,37.374843447147434,-64.85875440500968,-53.48085652968086,-11.37789787532882,0
2025-04-01 11:10:00,84044.08,84058.24,84000.0,84044.95,23.17365,84259.4228,,84081.19381404374,37.4838895947063,-64.58278705616249,-55.701242634977184,-8.881544421185303,0
2025-04-01 11:11:00,84044.95,84137.66,84033.62,84137.65,25.71558,84252.371,,84091.4585751267,47.89478053474505,-56.235715349175734,-55.808137177816896,-0.4275781713588387,0
2025-04-01 11:12:00,84137.66,84143.52,84123.54,84127.5,5.83634,84245.94039999999,,84098.0115614673,46.97240091610149,-49.86481056052435,-54.619471854358395,4.754661293834047,0
2025-04-01 11:13:00,84127.49,84127.5,84102.01,84102.01,6.4222,84239.8806,,84098.73855029143,44.646977453318,-46.33849130375893,-52.9632757442385,6.624784440479573,0
2025-04-01 11:14:00,84102.0,84107.99,84096.01,84097.15,5.57679,84233.8234,,84098.44972296571,44.19770465591922,-43.43532389399479,-51.05768537418976,7.622361480194968,0
2025-04-01 11:15:00,84098.0,84173.23,84098.0,84173.23,11.18094,84229.45060000001,,84112.04613697194,52.291189652706414,-34.59671325792442,-47.765490950936695,13.168777693012274,0
2025-04-01 11:16:00,84173.22,84173.23,84140.08,84148.0,8.52721,84224.0358,,84118.58320297704,49.715989326493286,-29.290260899084387,-44.07044494056624,14.780184041481853,0
2025-04-01 11:17:00,84148.0,84150.0,84125.93,84149.99,6.58444,84219.10859999999,,84124.29352970848,49.92545843654018,-24.640245394024532,-40.184405031257896,15.544159637233363,0
2025-04-01 11:18:00,84149.99,84151.42,84135.31,84150.76,8.18248,84213.74519999999,,84129.10561521602,50.01222975068651,-20.6548458342877,-36.27849319186386,15.62364735757616,0
2025-04-01 11:19:00,84150.76,84150.76,84118.39,84123.16,4.04383,84207.5656,,84128.02459426764,46.876643573522585,-19.498708334969706,-32.92253622048503,13.423827885515323,0
2025-04-01 11:20:00,84123.16,84131.58,84100.0,84104.72,11.15912,84201.06,,84123.78739530989,44.853283023163236,-19.841692250483902,-30.306367426484805,10.464675176000902,0
2025-04-01 11:21:00,84104.72,84104.73,84020.47,84020.48,17.09955,84194.305,,84105.00423252628,36.996876391299686,-26.604295691417065,-29.56595307947126,2.9616573880541956,0
2025-04-01 11:22:00,84020.48,84020.48,83992.24,83992.24,13.70899,84188.092,,84084.50164479422,34.796503237189356,-33.85221239650855,-30.42320494287872,-3.429007453629829,0
2025-04-01 11:23:00,83992.25,84048.0,83990.77,84048.0,8.0087,84184.8866,,84077.86498210435,42.11676827952318,-34.69690824925783,-31.277945604154542,-3.4189626451032886,0
2025-04-01 11:24:00,84048.0,84066.03,84034.46,84066.02,10.52929,84181.47280000002,,84075.71134899446,44.2933726142366,-33.52580775498063,-31.72751803431976,-1.798289720660872,0
2025-04-01 11:25:00,84066.02,84096.93,84066.02,84082.01,4.67362,84177.6642,,84076.85655826819,46.225696291160844,-30.950662834904506,-31.572146994436714,0.6214841595322085,0
2025-04-01 11:26:00,84082.0,84083.89,84034.6,84076.4,4.88624,84172.8226,,84076.77354767396,45.627697040925526,-29.02790641221509,-31.06329887799239,2.035392465777303,0
2025-04-01 11:27:00,84076.4,84081.31,84034.39,84034.4,5.02012,84167.8952,,84069.06926627869,41.31817217049841,-30.54109831569076,-30.958858765532064,0.4177604498413032,0
2025-04-01 11:28:00,84034.4,84034.4,83982.25,84027.99,20.91788,84164.1398,,84061.60030877347,40.68656752262851,-31.889939854678232,-31.145074983361297,-0.7448648713169348,0
